NAME_NICKNAME,RECORD,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Raoni Barcelos_,11/1/2000,"5' 7""",145 lbs.,--,,1-May-87,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/b9f28e7045fdfce7
Muslim Salikhov_King of Kung Fu,12/2/2000,"5' 11""",170 lbs.,"69""",Orthodox,9-Jun-84,1.2,37%,0.72,75%,0,0%,57%,0,http://www.fightmetric.com/fighter-details/447f9858ae78f921
Davi Ramos_Tasmanian Devil,7/2/2000,"5' 8""",170 lbs.,"70""",Orthodox,5-Nov-86,3.48,36%,3.29,55%,2.9,50%,0%,0.6,http://www.fightmetric.com/fighter-details/0052de90691d4a93
Tom Blackledge_,10/7/2000,--,205 lbs.,--,,--,2.91,61%,2.55,46%,0,0%,75%,0,http://www.fightmetric.com/fighter-details/2adb11835acd815b
Darren Stewart_The Dentist,7-3-0 (1 NC),"6' 0""",185 lbs.,"74""",Orthodox,30-Dec-90,2.75,47%,2.75,48%,3.22,42%,50%,0,http://www.fightmetric.com/fighter-details/a17ad5a5048e8c3f
Mike Minniger_,0-0-0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/c8aa3541bec4042e
Kotetsu Boku_,18-7-2,"5' 9""",154 lbs.,--,Orthodox,27-May-77,2.47,42%,2.8,53%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/d227958e8a0c1466
Cain Carrizosa_The Insane,6/2/2000,"5' 8""",155 lbs.,"74""",Orthodox,22-Jul-86,2.72,42%,5.8,51%,0,0%,14%,0,http://www.fightmetric.com/fighter-details/064b7dc68d786254
Demetrius Gioulacos_,0-1-0,"5' 11""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a58114c6dd0add64
Travis Galbraith_The Gladiator,18-7-0,"6' 0""",170 lbs.,--,Orthodox,18-May-81,2.21,40%,3.45,48%,1.33,25%,0%,1.3,http://www.fightmetric.com/fighter-details/06dc1a58663579d2
Dominic Clark_,3/1/2000,"5' 10""",155 lbs.,--,,1-Aug-85,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/8a64b3f87ad29d1e
Jerrel Venetiaan_,4-3-0 (1 NC),"6' 1""",195 lbs.,--,Orthodox,9-Mar-71,0.81,33%,1.51,67%,0,0%,60%,0,http://www.fightmetric.com/fighter-details/602bb270f2bdbf02
John Devine_,6/4/2000,--,--,--,,--,1.52,18%,2.28,57%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2bcc39af95d6f2e8
Homer Moore_The Rock,25-9-2,"5' 10""",205 lbs.,--,Orthodox,27-Nov-71,0.68,50%,0.68,0%,5.07,66%,0%,0,http://www.fightmetric.com/fighter-details/e56df3c1d8b4b1cc
Roy Nelson_Big Country,23-14-0,"6' 0""",263 lbs.,"72""",Orthodox,20-Jun-76,2.18,36%,4.79,46%,1.14,27%,65%,0.1,http://www.fightmetric.com/fighter-details/3f7c14c7eca7195d
Frank Gomez_,10/4/2000,"5' 10""",135 lbs.,"67""",Orthodox,31-Mar-86,1.52,48%,0.79,66%,1.14,60%,70%,0.8,http://www.fightmetric.com/fighter-details/a0a680fe2f6cc8e6
Jesse Jones_,2/1/2000,"5' 9""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/bc0f994de0521926
Walter Smith-Cotito_,4-5-0 (1 NC),"5' 8""",135 lbs.,--,,--,2.95,36%,3.53,68%,2.16,33%,57%,0,http://www.fightmetric.com/fighter-details/625b65b45c1c6888
Dennis Hallman_Superman,67-14-2 (1 NC),"5' 9""",155 lbs.,"72""",Orthodox,2-Dec-75,1.12,44%,1.96,43%,1.79,30%,25%,2.1,http://www.fightmetric.com/fighter-details/8a8a84b743ae7699
Joe Proctor_,11/5/2000,"5' 10""",155 lbs.,"72""",Orthodox,10-Aug-85,3.39,36%,3.93,59%,0,0%,70%,1.8,http://www.fightmetric.com/fighter-details/a36556bb1565e32d
Aaron Ely_The Cyborg,5/2/2000,"5' 8""",135 lbs.,--,,18-Mar-89,0.82,15%,0.66,69%,2.47,100%,50%,4.9,http://www.fightmetric.com/fighter-details/1741343f0ca34dd5
Ray Sefo_Sugarfoot,2/1/2000,"6' 0""",240 lbs.,--,Orthodox,15-Feb-71,0.86,31%,1.71,72%,0,0%,66%,0,http://www.fightmetric.com/fighter-details/646d5dbe509accd4
Martin Day_The Spartan,5/1/2000,"5' 10""",125 lbs.,"71""",Orthodox,10-Nov-88,4.53,43%,2.73,59%,1,50%,66%,0,http://www.fightmetric.com/fighter-details/ea3dcc417c322064
Bryan Vetell_,4/3/2000,"6' 3""",265 lbs.,--,Southpaw,26-Jul-77,2.74,60%,2.13,41%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/13a0fb8fbdafb54f
Jack Nilson_,2/6/2000,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/53e533db1b8e9712
Pat Barry_HD,8/7/2000,"5' 11""",235 lbs.,"74""",Orthodox,7-Jul-79,2.72,52%,3.54,59%,0,0%,76%,0.2,http://www.fightmetric.com/fighter-details/658c3465581ae46b
Joao Paulo Faria_,1/1/2000,"5' 9""",155 lbs.,--,,--,6.69,64%,2.09,85%,1.25,50%,0%,1.2,http://www.fightmetric.com/fighter-details/04e9955f33e0c267
David Levicki_,1/3/2000,"6' 5""",275 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/49590e0508b2c19f
Wagner Campos_Galeto,11/4/2000,"5' 6""",145 lbs.,--,Southpaw,31-Jul-81,1.54,41%,2.53,51%,2.71,100%,0%,0,http://www.fightmetric.com/fighter-details/db6d5f691aea3fd3
Melton Bowen_The Punisher,0-1-0,"6' 0""",225 lbs.,--,Orthodox,16-Jul-69,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/81ca2c245b19b3c5
Mike Richman_The Marine,18-7-0,"5' 8""",135 lbs.,--,,23-Jun-85,4.06,44%,3.49,43%,0,0%,76%,0,http://www.fightmetric.com/fighter-details/d6a740cf6e898e27
George Sullivan_The Silencer,17-5-0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,13-Mar-81,3.82,40%,2.45,58%,1.36,21%,35%,0.8,http://www.fightmetric.com/fighter-details/6c7e25571490aa3b
Deividas Taurosevicius_,13-5-0,"5' 9""",145 lbs.,"68""",Southpaw,28-Aug-77,2.13,43%,1.82,59%,2,28%,50%,0.3,http://www.fightmetric.com/fighter-details/ef927e4fe2117ab8
CJ Fernandes_,14-8-3,"6' 2""",170 lbs.,--,,13-Nov-77,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/979f7edbb6980b0d
Anton Kuivanen_,17-6-0,"5' 8""",155 lbs.,"72""",Orthodox,1-May-84,2.27,38%,1.63,67%,1.2,100%,71%,0.4,http://www.fightmetric.com/fighter-details/706f8e2b34e8e18b
Chris Jones_Lionheart,10/5/2000,"5' 9""",149 lbs.,--,,16-Nov-81,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/509319d35664369e
Jesse Gillespie_,3/2/2000,--,185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/160b931119c1bf91
Justin Gaethje_The Highlight,18-1-0,"5' 11""",155 lbs.,--,Orthodox,14-Nov-88,9.5,54%,10.34,55%,0,0%,60%,0,http://www.fightmetric.com/fighter-details/9e8f6c728eb01124
Ray Perales_Relentless,13-22-0,"5' 10""",170 lbs.,--,Orthodox,--,0.18,25%,2.39,32%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/9a70f67ad2187fa3
Chris Herrera_The Crusher,3/2/2001,"5' 10""",185 lbs.,--,,--,2.04,37%,3.35,48%,1.8,100%,100%,0,http://www.fightmetric.com/fighter-details/f71028a6e5128856
Jeremy Boczulak_,0-2-0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/1afd74f8cb0719f3
Neal Ewing_,6-0-0,--,185 lbs.,--,,30-Sep-85,2.27,60%,1.93,48%,5,62%,0%,0,http://www.fightmetric.com/fighter-details/0798f558681d0eb5
Alex Karalexis_The Assassin,10/6/2000,"5' 8""",155 lbs.,"66""",Orthodox,20-Sep-77,2.39,38%,2.37,57%,2.64,42%,86%,1.1,http://www.fightmetric.com/fighter-details/e361e5c858af6ff1
Walt Harris_The Big Ticket,10/7/2000,"6' 5""",250 lbs.,"77""",Southpaw,10-Jun-83,3.01,39%,2.79,63%,0.25,33%,75%,0.2,http://www.fightmetric.com/fighter-details/03f982ca3735070c
Jake Lindsey_The Librarian,9/3/2000,"5' 11""",155 lbs.,"71""",Switch,21-Jun-86,3.44,52%,4.01,46%,0.65,33%,50%,0,http://www.fightmetric.com/fighter-details/33e00249ef08d3a4
Rick Davis_The Flying Squirrel,3/1/2001,"5' 9""",155 lbs.,--,Orthodox,--,3.09,50%,6.19,64%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2549d63da9c456cb
Adam Antolin_Captain Chaos,12/3/2000,"5' 5""",125 lbs.,"63""",Orthodox,28-Feb-82,5.73,52%,5,69%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/25b31165758402dd
Felipe Olivieri_,14-5-0 (1 NC),"5' 9""",155 lbs.,"72""",Orthodox,12-Apr-85,6.68,58%,4.6,57%,0,0%,71%,0,http://www.fightmetric.com/fighter-details/948880beac71f028
Damian Grabowski_The Polish Pitbull,20-5-0,"6' 1""",241 lbs.,"75""",Orthodox,12-May-80,4,36%,7.65,51%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/3f11b5d4bd76a6d9
Michael Johnson_The Menace,18-12-0,"5' 10""",155 lbs.,"73""",Southpaw,4-Jun-86,4.06,36%,4.09,56%,0.63,50%,79%,0.1,http://www.fightmetric.com/fighter-details/511e82663651438d
Steve Byrnes_The Sergeant,6/1/2000,"6' 0""",170 lbs.,--,Orthodox,--,1.2,51%,2.67,27%,3,60%,0%,4,http://www.fightmetric.com/fighter-details/43612456979e5d5e
Kyle Bolt_,8/4/2000,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/9d455d5cfe6a0e35
Marion Reneau_The Belizean Bruiser,8/3/2001,"5' 6""",135 lbs.,"68""",Orthodox,20-Jun-77,3.9,41%,2.63,68%,0.33,100%,57%,1.3,http://www.fightmetric.com/fighter-details/c7d297714d9ab1a4
Tra Telligman_Trauma,7/5/2001,"6' 2""",233 lbs.,--,Orthodox,7-Feb-65,1.83,35%,3.02,56%,0.87,100%,80%,0,http://www.fightmetric.com/fighter-details/1dab0d1d81dd06db
Todd Brown_Bulldog,15-4-0 (1 NC),"5' 11""",205 lbs.,--,Orthodox,13-Dec-76,2.15,45%,3.85,48%,0,0%,50%,0,http://www.fightmetric.com/fighter-details/9b68bf67c5695185
Chris Avila_,5/4/2000,"5' 10""",145 lbs.,"72""",Orthodox,16-Jan-93,2.37,30%,4.17,48%,0,0%,46%,0,http://www.fightmetric.com/fighter-details/4665cbf36b08193b
Joseph Sandoval_,6/2/2000,"5' 7""",135 lbs.,--,Southpaw,11-May-86,1.82,42%,12.12,60%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/696002b59f09d73b
Bobby Lashley_,7/1/2000,"6' 3""",255 lbs.,"78""",Orthodox,16-Jul-76,3.1,63%,0.76,63%,11.47,70%,0%,0,http://www.fightmetric.com/fighter-details/b0826525fa17231d
Alexander Yakovlev_Thunder of the North,23-8-1,"6' 3""",170 lbs.,"74""",Southpaw,18-Jul-84,1.89,46%,2.73,56%,1.23,30%,72%,0,http://www.fightmetric.com/fighter-details/d06f8869449ba7bd
Pedro Nobre_The Rock,14-1-2 (1 NC),"5' 5""",135 lbs.,--,,13-Feb-86,1.37,30%,9.16,35%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/e983c62faf677ab2
Paul Varelans_The Polar Bear,9/9/2000,"6' 8""",300 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/07a18ae55dfc3cd9
Vitor Belfort_The Phenom,26-13-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,1-Apr-77,1.63,46%,2.85,50%,1.05,60%,53%,0.6,http://www.fightmetric.com/fighter-details/0ee783aa00e468f0
Thaddeus Luster_,0-1-0,"6' 3""",210 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/505934897b8b4824
Aaron Wilkinson_The Daywalker,7/5/2000,"5' 10""",155 lbs.,--,,31-Jan-87,0,0%,0,100%,7.32,100%,0%,0,http://www.fightmetric.com/fighter-details/338a11d3674eb2d4
Kyung Ho Kang_Mr. Perfect,13-7-0 (1 NC),"5' 9""",135 lbs.,"72""",Orthodox,9-Sep-87,2.04,43%,1.39,57%,2.55,71%,81%,1.5,http://www.fightmetric.com/fighter-details/a7897d200692ab64
Geronimo dos Santos_Mondragon,31-14-0,"6' 3""",264 lbs.,--,Orthodox,17-Aug-80,1.09,33%,8.73,41%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/b51f6791c794e289
Jon Olav Einemo_The Viking,6/3/2000,"6' 6""",253 lbs.,--,Orthodox,10-Dec-75,2.15,52%,3.05,52%,1.73,55%,43%,0,http://www.fightmetric.com/fighter-details/0577808d22dfe79c
Allen Crowder_Pretty Boy,9-3-0 (1 NC),"6' 3""",245 lbs.,"76""",Orthodox,8-Nov-89,3.58,54%,2.33,60%,1.79,33%,100%,0.9,http://www.fightmetric.com/fighter-details/a9d6e047ce48ab63
Rich Clementi_No Love,40-20-1,"5' 9""",155 lbs.,"72""",Southpaw,31-Mar-76,1.43,37%,2.29,60%,1.72,42%,25%,1.1,http://www.fightmetric.com/fighter-details/7d21de9c6d7c98b2
Junior Dos Santos_Cigano,18-5-0,"6' 4""",238 lbs.,"77""",Orthodox,30-Jan-84,4.89,49%,3.32,55%,0.41,62%,80%,0.1,http://www.fightmetric.com/fighter-details/63def5a5662a6917
Roger Zapata_Viva,4/3/2000,"5' 11""",170 lbs.,"74""",Southpaw,9-May-86,2.6,51%,2.13,36%,0,0%,81%,1.4,http://www.fightmetric.com/fighter-details/fe5ca7ef93c3f6a7
Vitor Vianna_,12/1/2001,--,205 lbs.,--,Orthodox,--,3.1,30%,8.28,52%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/744f50016c39c26c
Jason Medina_,21-13-1,"5' 9""",180 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f53fb9d9e57cc38e
Dileno Lopes_,19-3-0,"5' 5""",135 lbs.,"65""",,26-Sep-84,2.37,36%,3.33,53%,2.5,31%,100%,1.5,http://www.fightmetric.com/fighter-details/8270c00fae24c922
Philip Perez_,7-5-1 (2 NC),"5' 5""",155 lbs.,--,Southpaw,--,1.36,100%,0.68,66%,10.23,100%,0%,10.2,http://www.fightmetric.com/fighter-details/eee8efec7b951d84
Chico Camus_The King,14-7-0 (1 NC),"5' 6""",125 lbs.,"66""",Orthodox,26-Jan-85,2.58,41%,2.46,64%,0.77,40%,72%,0.4,http://www.fightmetric.com/fighter-details/32be4b7f7de1c905
Nate James_,13-7-1,"6' 0""",185 lbs.,--,,29-May-78,1.33,42%,2.67,28%,0,0%,44%,0,http://www.fightmetric.com/fighter-details/a34fecf2f4e5a317
Jeff Cox_The Grinder,10/7/2000,"5' 10""",155 lbs.,--,Orthodox,2-Aug-68,0.56,25%,1.69,33%,4.23,50%,80%,0,http://www.fightmetric.com/fighter-details/c9bbf1a0285a8076
Joachim Hansen_Hellboy,22-11-1,"5' 7""",150 lbs.,--,Southpaw,26-May-79,2.01,43%,2.04,58%,2.21,58%,34%,1.9,http://www.fightmetric.com/fighter-details/86e388ed20761ad9
Josh Stewart_,1/4/2000,"5' 9""",160 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/601cf40c09090853
Lee Higgins_,2/1/2000,--,155 lbs.,--,,14-Jul-80,1.02,26%,3.68,40%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/88432fe79d5091d9
Gerric Hayes_,7/8/2000,"5' 10""",--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/7d6a3546c988cdc0
Thiago Tavares_,24-7-1,"5' 7""",145 lbs.,"68""",Orthodox,8-Nov-84,2,40%,2.31,62%,3.83,42%,62%,1.5,http://www.fightmetric.com/fighter-details/8a59d346dc976a10
Dean Lister_The Boogeyman,11/7/2000,"6' 1""",185 lbs.,"75""",Orthodox,13-Feb-76,1.26,35%,1.89,61%,1.58,15%,50%,1.1,http://www.fightmetric.com/fighter-details/68c6cd5287b473a7
Jason Sharp_,3/2/2000,--,205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/285e32e41f61a5b1
Josh Stansbury_The Sandman,8/5/2000,"6' 2""",205 lbs.,"74""",,19-Nov-84,3.22,54%,3.54,54%,0,0%,87%,1,http://www.fightmetric.com/fighter-details/30ea504870f8597b
Alptekin Ozkilic_The Turkish Delight,9/4/2000,"5' 5""",125 lbs.,"65""",Orthodox,27-Mar-86,3.81,32%,5.72,59%,4.21,58%,75%,0,http://www.fightmetric.com/fighter-details/e18a19001a3f7c7d
Devin Cole_,21-9-1,"6' 4""",240 lbs.,--,Orthodox,1-Oct-76,2.68,50%,2.53,47%,0.9,33%,66%,0,http://www.fightmetric.com/fighter-details/1174782eacde9b0c
Jessica-Rose Clark_Jessy Jess,8-4-0 (1 NC),"5' 5""",125 lbs.,"64""",Orthodox,28-Nov-87,6.73,58%,4.33,55%,2,66%,33%,1,http://www.fightmetric.com/fighter-details/6c8072b61c276e67
Kaline Medeiros_The Dark Angel,8/5/2000,"5' 3""",115 lbs.,--,,--,2.06,70%,0.29,83%,4.41,100%,0%,4.4,http://www.fightmetric.com/fighter-details/263af068bd986548
Akbarh Arreola_El Caballero,23-10-1,"5' 10""",155 lbs.,"71""",Southpaw,14-Jan-83,2.32,45%,4.01,56%,1.07,100%,33%,0.4,http://www.fightmetric.com/fighter-details/c136b2a8852da5bd
He-Man Gipson_,1/2/2000,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/3e03cec9767d37e6
Clint Godfrey_,12/3/2000,"5' 6""",135 lbs.,--,Southpaw,21-Oct-82,0.57,31%,0.96,65%,0.85,25%,50%,0,http://www.fightmetric.com/fighter-details/bd85ca0bb4f26cfc
Tim Hague_The Trashing Machine,13-5-0,"6' 4""",260 lbs.,"76""",Orthodox,9-May-83,2.79,47%,4.14,46%,1.72,33%,85%,0.9,http://www.fightmetric.com/fighter-details/219a254e15d60135
Dave Strasser_,25-8-4,"5' 10""",170 lbs.,--,Orthodox,13-Jul-69,3.04,45%,1.88,59%,0.72,33%,33%,0,http://www.fightmetric.com/fighter-details/980b4e712489098e
Eldo Xavier Dias_,0-1-0,"5' 11""",180 lbs.,--,,16-Jul-64,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/ee5df903f80c6816
Brodie Farber_,14-6-0,"6' 1""",170 lbs.,--,Orthodox,5-Jul-80,1.69,45%,2.17,53%,0.9,50%,20%,0.9,http://www.fightmetric.com/fighter-details/91d73ee59347ac16
Kelly Faszholz_,3/2/2000,"5' 8""",135 lbs.,"67""",Orthodox,9-Apr-85,4.01,48%,3.61,52%,0,0%,44%,0,http://www.fightmetric.com/fighter-details/9c42a0de8e012870
Wilson Gouveia_,12/8/2000,"6' 1""",185 lbs.,"76""",Orthodox,3-Oct-78,3.02,39%,4.06,56%,0.9,66%,57%,2.2,http://www.fightmetric.com/fighter-details/af5b208e97f5d382
Nolan Ticman_,4/3/2000,"5' 6""",125 lbs.,"69""",Orthodox,17-May-88,2.57,47%,2.53,67%,0,0%,60%,0,http://www.fightmetric.com/fighter-details/9eb069062a0cfc13
Fabiano Iha_,9/5/2000,"5' 8""",155 lbs.,--,Orthodox,28-Jul-70,1.73,47%,2.49,42%,2.88,40%,50%,2.9,http://www.fightmetric.com/fighter-details/263ebd4a669e1e98
Royston Wee_,4/1/2000,"5' 7""",135 lbs.,"67""",Orthodox,15-Nov-86,1.1,60%,2.45,49%,3.38,81%,0%,0,http://www.fightmetric.com/fighter-details/b9c03e7a4557e542
Matt Mitrione_,9/5/2000,"6' 3""",265 lbs.,"79""",Switch,15-Jul-78,3.55,50%,2.79,64%,0,0%,55%,0.7,http://www.fightmetric.com/fighter-details/ba280572acfba13f
Richard Crunkilton_Cleat,19-3-0,"5' 7""",155 lbs.,--,Orthodox,25-Nov-79,1.97,41%,1.66,58%,4.68,61%,65%,1.5,http://www.fightmetric.com/fighter-details/22ee260735da0d58
CJ Hamilton_The Autobot,11/4/2000,"5' 7""",125 lbs.,"68""",Switch,7-Oct-86,2.47,31%,3.93,58%,0,0%,62%,0,http://www.fightmetric.com/fighter-details/7da5839b223f3728
Ruben Villareal_Warpath,19-23-3,"6' 4""",265 lbs.,--,Orthodox,1-May-70,5.18,53%,4.86,35%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/39f68882def7a507
Chris Honeycutt_The Cutt,9-1-0 (1 NC),"5' 10""",170 lbs.,"73""",,25-Jul-88,2.99,44%,1.41,66%,3.4,45%,75%,0,http://www.fightmetric.com/fighter-details/4d2e3320d815f687
Cat Zingano_Alpha,9/2/2000,"5' 6""",135 lbs.,"68""",Southpaw,1-Jul-82,2.18,68%,1.44,43%,2.66,87%,50%,1.5,http://www.fightmetric.com/fighter-details/3ecd936bd8814108
Devin Clark_Brown Bear,8/2/2000,"6' 0""",205 lbs.,"75""",Orthodox,12-Apr-90,3.35,53%,2.86,42%,2.09,37%,80%,0.3,http://www.fightmetric.com/fighter-details/cc7040fe76f0ef91
Tony Martin_,12/4/2000,"6' 0""",155 lbs.,"73""",Orthodox,11-Dec-89,2.61,40%,3.16,55%,1.28,25%,50%,1.1,http://www.fightmetric.com/fighter-details/5331b25a60417ffb
Artem Lobov_The Russian Hammer,14-14-1 (1 NC),"5' 9""",145 lbs.,"65""",Southpaw,11-Aug-86,3.38,42%,4.55,49%,0.45,25%,54%,0,http://www.fightmetric.com/fighter-details/02f2a9702ba3d167
Brandon Moreno_The Assassin Baby,14-4-0,"5' 7""",125 lbs.,"70""",Orthodox,7-Dec-93,2.54,33%,2.37,69%,2.91,45%,61%,1.2,http://www.fightmetric.com/fighter-details/792be9a24df82ed6
Katlyn Chookagian_Blonde Fighter,9/1/2000,"5' 9""",135 lbs.,"68""",Orthodox,28-Dec-88,3.82,32%,3.31,65%,0,0%,54%,0,http://www.fightmetric.com/fighter-details/e872e9a9a902c045
Andrei Kopylov_,5/10/2000,"6' 2""",265 lbs.,--,Orthodox,16-Jul-65,0.33,66%,4.31,40%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/dd39f1ca787a3d9d
Alex Higley_,4/3/2000,"5' 10""",145 lbs.,--,,--,0.29,100%,1.74,60%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2af2d675f7d847e3
Colin Fletcher_The Freakshow,9/3/2000,"6' 2""",155 lbs.,"78""",Orthodox,8-Jan-83,3.1,34%,2.97,62%,0,0%,27%,0,http://www.fightmetric.com/fighter-details/7d09200f6a77b20e
Collin Hart_,4/2/2001,"6' 1""",185 lbs.,"76""",Orthodox,12-Oct-89,6.33,44%,7.53,51%,2,16%,50%,0,http://www.fightmetric.com/fighter-details/16bf6a73bdd302cd
Koji Oishi_,21-8-8,"5' 8""",170 lbs.,--,Orthodox,31-May-77,1.43,9%,17.86,43%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/01daf32100ed7517
An Ying Wang_Smiley,2/2/2000,"6' 0""",170 lbs.,--,Orthodox,4-Apr-91,1.32,26%,1.63,44%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/69e8c632135af48b
Jeff Crotty_,1/1/2000,--,155 lbs.,--,,--,0.93,35%,3.33,54%,5,38%,0%,1,http://www.fightmetric.com/fighter-details/98601a40e9d96047
Jan Nortje_The Giant,2/6/2000,"6' 1""",310 lbs.,--,Southpaw,11-Apr-75,3.32,51%,4.5,32%,0,0%,66%,2.9,http://www.fightmetric.com/fighter-details/bd4389b71fdc0ce2
Artur Oumakhanov_,9/6/2000,"5' 7""",154 lbs.,--,Orthodox,27-Feb-79,1.2,33%,1.67,82%,3,75%,33%,0,http://www.fightmetric.com/fighter-details/1ef0eae31904e534
Junior Albini_Baby,14-3-0,"6' 3""",264 lbs.,"74""",Orthodox,15-Mar-91,3.87,48%,6.22,54%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/c482c8605455a213
Marcelo Guimaraes_Magrao,9/2/2001,"6' 0""",185 lbs.,"73""",Orthodox,25-Jun-83,4.67,51%,4.41,62%,1.99,13%,0%,0,http://www.fightmetric.com/fighter-details/0c9c0a43d3f3f49d
Kristian Rothaermel_,4/3/2000,"6' 0""",205 lbs.,--,Open Stance,31-Jan-72,0.75,50%,2.49,41%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/af49a6c491ca22a3
Manny Tapia_The Mangler,11/4/2001,"5' 5""",135 lbs.,"67""",Orthodox,14-Mar-81,2.69,21%,4.74,58%,0.49,40%,66%,0.2,http://www.fightmetric.com/fighter-details/0eec866a077889f0
Del Hawkins_The Filipino Delight,22-15-0,"5' 5""",135 lbs.,--,Orthodox,--,1.15,27%,2.01,46%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/885e7f70dcac0007
Jason Suttie_Nobunaga,0-1-0,"6' 0""",210 lbs.,--,Orthodox,7-Aug-73,2.07,83%,4.97,36%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/cc5834a495d1ea08
Dimitiri Wanderley_,5/2/2000,--,205 lbs.,--,Orthodox,--,0.92,25%,4.31,30%,1.16,20%,0%,0,http://www.fightmetric.com/fighter-details/a1d6b308781aa2f5
Yukiya Naito_,15-6-2,"6' 1""",205 lbs.,--,Orthodox,--,1.54,33%,5.13,60%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/7be328bb3c2ea22e
James Giboo_,13-5-0,"5' 11""",170 lbs.,--,Orthodox,6-Jan-78,1.2,27%,7.08,39%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f74e037b97917027
John Lewis_,3/4/2003,"6' 0""",155 lbs.,--,Southpaw,--,0,0%,4,66%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/4a01dc8376736ef5
Houston Alexander_The Assassin,13-8-1 (2 NC),"6' 0""",205 lbs.,"72""",Orthodox,22-Mar-72,3.06,54%,3.2,52%,1.19,57%,33%,0,http://www.fightmetric.com/fighter-details/0541480fbf719d86
Philip De Fries_,9-3-0 (1 NC),"6' 5""",250 lbs.,"82""",Orthodox,21-Apr-86,2.3,47%,3,37%,3.29,42%,100%,0.6,http://www.fightmetric.com/fighter-details/6ef65b6a152e49d5
Romie Aram_,7/1/2000,"5' 10""",170 lbs.,--,Orthodox,2-Dec-77,1.8,35%,2.83,50%,2.5,62%,83%,0,http://www.fightmetric.com/fighter-details/73ef22f25d0f70e2
Thomas Longacre_,6/1/2000,"5' 9""",145 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/989be26791d0aad4
Gabe Ruediger_Godzilla,17-7-0,"5' 10""",155 lbs.,--,Orthodox,29-Aug-77,1.7,31%,5.16,41%,2.04,11%,28%,0,http://www.fightmetric.com/fighter-details/ccba80d4820ef557
