NAME_NICKNAME,RECORD,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Christina Marks_,8/9/2000,"5' 7""",125 lbs.,"69""",Orthodox,8-Nov-85,5,58%,3,64%,7.5,100%,0%,0,http://www.fightmetric.com/fighter-details/c7be22a47a58365a
David Roberts_,5/8/2000,"6' 1""",170 lbs.,--,Orthodox,15-Nov-75,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/775bad6d700d2302
Kenji Osawa_,18-10-2,"5' 7""",135 lbs.,"66""",Orthodox,4-Nov-76,2.34,35%,2.14,63%,0.91,58%,68%,0.7,http://www.fightmetric.com/fighter-details/8eb239a52fc4ec14
Mike Campbell_The Beast,9/4/2000,"5' 9""",155 lbs.,--,Southpaw,--,1.4,26%,1.4,63%,5.26,100%,0%,0,http://www.fightmetric.com/fighter-details/f5585e675af7afd4
Levan Makashvili_The Hornet,10/2/2001,"5' 8""",145 lbs.,"68""",Orthodox,7-Jan-89,2.87,54%,2.07,61%,3.67,42%,85%,0,http://www.fightmetric.com/fighter-details/938ad489fb7a1f31
Papy Abedi_Makambo,9/3/2000,"5' 11""",185 lbs.,"74""",Southpaw,30-Jun-78,2.8,55%,3.15,48%,3.47,57%,50%,1.3,http://www.fightmetric.com/fighter-details/c9f6385af6df66d7
Alexander Crispim_,7/2/2000,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/15dedd05f8bcb475
Ivan Salaverry_,13-8-0,"6' 0""",185 lbs.,--,Orthodox,11-Jan-71,3.01,47%,1.19,76%,0.49,18%,36%,2.5,http://www.fightmetric.com/fighter-details/394f55ebca199124
Michael Byrnes_,5/2/2000,"5' 11""",155 lbs.,--,,17-Jul-90,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/87f0b37f153cf497
Cory Walmsley_Hardcore,8/2/2000,"6' 0""",205 lbs.,--,Orthodox,--,0.79,100%,1.18,50%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/83c6c3e0f8bde8ee
John Dowdy_,0-2-0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/e780ccc79a209985
Juan Mott_,3/4/2000,"6' 0""",190 lbs.,--,Switch,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/5da4e8dc02e50ac0
Claudio Puelles_El Nino,8/2/2000,"5' 11""",155 lbs.,"72""",Southpaw,21-Apr-96,4.19,42%,8.1,53%,2.17,16%,0%,0,http://www.fightmetric.com/fighter-details/d747eb273a40a920
Max Martyniouk_Payne,1/1/2000,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/69d3fa376ff2595e
Atsushi Yamamoto_,15-7-3,"5' 6""",139 lbs.,--,Orthodox,2-Oct-80,1.97,39%,1.27,70%,1.12,33%,100%,0,http://www.fightmetric.com/fighter-details/351264d11286d09a
Fernando Bruno_Acougueiro,16-4-0,"5' 6""",145 lbs.,"70""",,24-Feb-82,1.75,39%,1.78,48%,2.02,22%,56%,0.5,http://www.fightmetric.com/fighter-details/b8c0f30ee9a98b69
Brad Morris_,10/6/2000,"6' 2""",205 lbs.,--,Orthodox,1-Nov-79,0.5,62%,6.95,27%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/6803d4d6908354ac
Dan Bobish_,17-9-0,"6' 2""",345 lbs.,--,Southpaw,26-Jan-70,2.06,44%,1.74,34%,2.44,42%,0%,1.6,http://www.fightmetric.com/fighter-details/f348d05403fad037
Leigh Remedios_Bulldog,17-9-2,"5' 7""",155 lbs.,--,Orthodox,13-Jan-76,0.75,41%,1.36,68%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/918db42c3637916f
Tadao Yasuda_,2/4/2000,"6' 4""",310 lbs.,--,Orthodox,9-Oct-63,2.7,73%,0.85,60%,0.75,14%,0%,0,http://www.fightmetric.com/fighter-details/49e7e05f902479ca
Ewerton Teixeira_,3/1/2000,"6' 1""",242 lbs.,--,,13-Feb-82,2,39%,3.22,35%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/de9e331b3e6bae70
Antonio Banuelos_,19-7-1,"5' 5""",135 lbs.,"63""",Orthodox,23-Sep-79,2.71,33%,3.3,58%,1.38,58%,85%,0.4,http://www.fightmetric.com/fighter-details/9ddfb3369a3b0394
Norman Parke_Stormin',22-5-1,"5' 11""",155 lbs.,"70""",,22-Dec-86,3.06,35%,2.88,64%,1.98,26%,77%,0,http://www.fightmetric.com/fighter-details/14ff46596ad80609
Gary Tapusoa_,6/2/2000,"5' 7""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/37ac9e0f4fc86171
Chris Cope_C-Murder,5/4/2000,"6' 0""",170 lbs.,"72""",Orthodox,5-Mar-83,3.96,26%,4.82,50%,0,0%,80%,0,http://www.fightmetric.com/fighter-details/8c8c92a12621d7e0
Andreas Stahl_Real Steel,9/2/2000,"5' 11""",170 lbs.,"73""",Orthodox,20-May-88,2.83,37%,4.74,57%,1.55,66%,80%,0,http://www.fightmetric.com/fighter-details/69a400af4420cd6a
Alan Omer_,18-5-0,"5' 10""",145 lbs.,"71""",Orthodox,14-Sep-88,3.49,55%,2.21,64%,1.69,42%,66%,0,http://www.fightmetric.com/fighter-details/f2ad06f1007c481a
Nate Quarry_Rock,12/4/2000,"6' 0""",185 lbs.,"72""",Open Stance,18-Mar-72,4.96,44%,2.8,66%,0.25,33%,60%,0,http://www.fightmetric.com/fighter-details/52cae54377b433b7
Olaf Alfonso_,8/11/2000,"6' 2""",170 lbs.,--,Orthodox,6-Aug-74,0.74,26%,5.33,37%,0,0%,22%,0.6,http://www.fightmetric.com/fighter-details/b757c73f443d4fca
Willie Parks_Slick,4/1/2000,"5' 10""",185 lbs.,--,,4-Nov-83,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/86ad0ae839331bd7
Kenny Giddens_,12/7/2000,"5' 11""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/db8b800176d26f6e
Georges St-Pierre_Rush,26-2-0,"5' 11""",185 lbs.,"76""",Orthodox,19-May-81,3.78,53%,1.4,72%,4.16,74%,83%,1.1,http://www.fightmetric.com/fighter-details/6506c1d34da9c013
Omari Akhmedov_Wolverine,17-4-1,"6' 0""",185 lbs.,"73""",Orthodox,12-Oct-87,3.01,33%,2.91,57%,2.89,51%,53%,0.3,http://www.fightmetric.com/fighter-details/16690d100f995f8f
Rafael Rebello_Rafinha,7/4/2000,"5' 5""",135 lbs.,"67""",Orthodox,16-Oct-80,2.19,32%,3.29,58%,2.82,33%,75%,0.5,http://www.fightmetric.com/fighter-details/972197a8c61ac413
Seth Dikun_,7/4/2000,"5' 10""",135 lbs.,"69""",Orthodox,5-Aug-80,1.45,26%,2.18,55%,0,0%,45%,0.9,http://www.fightmetric.com/fighter-details/eb42d4febfafefd1
Jason Glaza_,3/2/2000,"6' 0""",230 lbs.,--,,--,4.34,54%,0.43,40%,4.34,100%,0%,4.3,http://www.fightmetric.com/fighter-details/fda067e842b07466
Michiyoshi Ohara_,0-2-0,"5' 10""",205 lbs.,--,Orthodox,--,0.28,29%,3.13,48%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/6a8a06b542e1516d
Kyle Bradley_,15-8-0 (1 NC),"5' 9""",155 lbs.,"71""",Orthodox,19-Aug-82,1.99,40%,3.45,58%,0.65,50%,40%,0,http://www.fightmetric.com/fighter-details/a6959da32f0e6b5d
Ronaldo Candido_Pacman,6-0-0,"5' 6""",125 lbs.,--,Southpaw,24-Apr-89,1.67,42%,3.87,52%,8,53%,0%,5,http://www.fightmetric.com/fighter-details/23fbe02caabcd214
Rodrigo Ruas_,4-5-1 (1 NC),"5' 10""",185 lbs.,--,Orthodox,6-Oct-77,1.28,35%,7,41%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/94070f6544c4b2a5
Chidi Njokuani_Chidi Bang Bang,17-4-0 (1 NC),"6' 3""",170 lbs.,--,,31-Dec-88,1.93,51%,1.73,49%,0,0%,80%,0,http://www.fightmetric.com/fighter-details/c68c68efaa5ca6ef
Travis Fulton_The Ironman,127-49-10 (1 NC),"6' 0""",240 lbs.,--,Orthodox,29-May-77,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/911fb265462f0d94
Vinicius Queiroz_Spartan,5/2/2000,"6' 7""",220 lbs.,--,,29-Aug-83,3.67,51%,4.1,41%,5.07,70%,100%,0.7,http://www.fightmetric.com/fighter-details/2a8502954f49e682
Ryan Madigan_,5/3/2000,"6' 0""",170 lbs.,--,Orthodox,--,0,0%,3.35,47%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a8d521d913df4e31
Gabriel Salinas-Jones_,5/2/2001,"6' 1""",245 lbs.,--,,20-Nov-84,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/74d5f71eeb0c66c7
Julie Kedzie_,16-13-0,"5' 5""",135 lbs.,"64""",Orthodox,18-Mar-81,2.9,36%,3.18,46%,1.14,23%,78%,0,http://www.fightmetric.com/fighter-details/981ab7a0576f76a0
Karlos Vemola_,10/4/2000,"6' 0""",185 lbs.,"75""",Orthodox,3-Jul-85,1.67,44%,2.13,37%,1.93,25%,31%,1.7,http://www.fightmetric.com/fighter-details/d23ccf4a6c221284
Hector Sandoval_Kid Alex,14-4-0,"5' 2""",125 lbs.,"64""",Orthodox,19-Jul-86,3.31,52%,2.33,65%,3.49,25%,71%,1.4,http://www.fightmetric.com/fighter-details/449c890bd90f3374
Jonathan Wilson_Johnny Bravo,7/3/2000,"6' 2""",205 lbs.,"75""",Southpaw,17-Jul-87,2.92,48%,5.65,56%,0.37,100%,80%,0,http://www.fightmetric.com/fighter-details/cd01f0b768a32475
Leonardo Santos_Nenhum,16-4-1,"6' 0""",155 lbs.,"75""",Orthodox,5-Feb-80,2.3,40%,2.64,61%,1.14,25%,86%,0.5,http://www.fightmetric.com/fighter-details/9c65736747ca92ec
Christos Giagos_The Spartan,11/4/2000,"5' 10""",155 lbs.,"71""",Orthodox,23-Jan-90,2.16,38%,1.68,47%,0.65,20%,37%,0.7,http://www.fightmetric.com/fighter-details/de45aaae23dfa392
John Elam_,2-0-0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/22d80fb67e50ab0b
Stefan Leko_Blitz,0-3-0,"6' 2""",215 lbs.,--,Orthodox,3-Jun-74,2.4,43%,6.17,68%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/d56bb6dff2ae77eb
Ashlee Evans-Smith_Rebel Girl,5/3/2000,"5' 8""",135 lbs.,"67""",Orthodox,9-Jul-87,4.15,38%,3.06,64%,1.19,28%,66%,0,http://www.fightmetric.com/fighter-details/fc6e681bf6658faf
Viviane Pereira_Sucuri,13-1-0,"5' 1""",115 lbs.,"63""",Orthodox,28-Aug-93,2.62,35%,4.4,52%,0.33,100%,28%,0.3,http://www.fightmetric.com/fighter-details/d50382dc0565a9e1
Ben Wall_Manimal,7/2/2001,"5' 10""",155 lbs.,"73""",Orthodox,25-Mar-89,1.47,29%,8.53,29%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/1ad381c8994c4e5b
David Bielkheden_,16-9-0,"5' 10""",155 lbs.,"71""",Orthodox,6-Jun-79,1.11,57%,1.64,54%,2.65,63%,14%,0,http://www.fightmetric.com/fighter-details/1efa064872f089d0
Kazuhisa Watanabe_,0-1-0,"5' 6""",139 lbs.,--,,18-May-83,0.62,50%,0.94,0%,0,0%,14%,0,http://www.fightmetric.com/fighter-details/951ffadfc4e917ea
Lando Vannata_Groovy,9/2/2001,"5' 9""",155 lbs.,"71""",Orthodox,14-Mar-92,5.89,44%,6.66,53%,1.92,62%,70%,0.4,http://www.fightmetric.com/fighter-details/f9b200db02b488d9
Yasuhiro Urushitani_,19-6-6,"5' 5""",125 lbs.,--,Southpaw,8-Sep-76,3.47,39%,4.71,65%,0,0%,80%,0,http://www.fightmetric.com/fighter-details/c34e5849184b08c3
Yoshiaki Yatsu_,0-2-0,"6' 1""",165 lbs.,--,Orthodox,19-Jul-56,0,0%,5.57,48%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/620be7e0712d431b
Nick Agallar_,24-6-0,"5' 8""",155 lbs.,--,Orthodox,13-Jan-79,0.69,11%,4.56,42%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/ebc5af72ad5a28cb
Rob Whiteford_The Hammer,12/4/2000,"5' 9""",145 lbs.,"69""",Southpaw,12-Apr-83,2.33,46%,1.99,62%,1.9,30%,45%,0,http://www.fightmetric.com/fighter-details/1dafccb62a0f98ec
Booker DeRousse_,3/5/2000,"6' 2""",205 lbs.,--,,23-Mar-81,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f2c91b67f71bbeab
Jason Knight_The Kid,20-4-0,"5' 10""",145 lbs.,"71""",Orthodox,14-Jul-92,3.51,34%,3.54,51%,1.77,32%,52%,2.1,http://www.fightmetric.com/fighter-details/bb1a2cdad6ff34db
Melchor Manibusan_Barracuda,2/4/2000,"5' 5""",154 lbs.,--,Southpaw,27-Dec-76,1.58,54%,5.79,15%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/b6c6d1731ff00eeb
Cody East_The Freight Train,12/3/2000,"6' 3""",245 lbs.,"74""",Orthodox,29-Jun-88,4.15,43%,7.32,40%,3.97,100%,16%,0,http://www.fightmetric.com/fighter-details/5713c1d2fac539ac
Jim Alers_The Beast,13-3-0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,14-Oct-86,2.9,40%,4.38,56%,2.26,41%,80%,0.3,http://www.fightmetric.com/fighter-details/fe5a9547479396ab
Chris Weidman_The All-American,14-3-0,"6' 2""",185 lbs.,"78""",Orthodox,17-Jun-84,2.95,44%,2.99,52%,4.01,51%,73%,1.1,http://www.fightmetric.com/fighter-details/3a8176e15b9887c1
Sam Sicilia_,15-8-0,"5' 8""",145 lbs.,"67""",Orthodox,1-Feb-86,2.46,33%,3.55,59%,1.45,43%,70%,0.9,http://www.fightmetric.com/fighter-details/b8aef0faf4ce9b31
Sidney Silva_,8/4/2000,"6' 3""",170 lbs.,--,Southpaw,27-Feb-72,2.86,65%,3.3,34%,3.3,100%,0%,0,http://www.fightmetric.com/fighter-details/a6c32678efd4f434
Alex Oliveira_Cowboy,17-4-1 (2 NC),"5' 11""",170 lbs.,"76""",Orthodox,21-Feb-88,3.11,53%,2.12,46%,3.32,35%,60%,0.9,http://www.fightmetric.com/fighter-details/57b10fca4f9c9a7a
Daniel Gracie_,5/4/2001,"6' 2""",225 lbs.,--,Orthodox,--,1.9,38%,1.33,59%,0.36,100%,80%,2.1,http://www.fightmetric.com/fighter-details/82d6a9ae41aac3f7
Alex Perez_,19-4-0,"5' 6""",125 lbs.,"65""",Orthodox,21-Mar-92,3.78,46%,1.84,59%,3.06,50%,100%,6.1,http://www.fightmetric.com/fighter-details/ab2b4ff41d6ebe0f
AJ Matthews_,6/1/2000,"5' 11""",185 lbs.,--,,--,5.11,52%,4.96,51%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/18e4f61f16f458c6
Renan Barao_The Baron,36-5-0 (1 NC),"5' 6""",140 lbs.,"70""",Orthodox,31-Jan-87,3.46,34%,3.6,59%,1.5,45%,95%,0.5,http://www.fightmetric.com/fighter-details/2c99576fefe53c7c
Rodrigo Gripp de Sousa_Riscado,7/9/2000,"5' 11""",205 lbs.,--,Orthodox,--,0.48,23%,4.81,52%,0,0%,0%,9.6,http://www.fightmetric.com/fighter-details/dde70a112e053a6c
Mark Holst_Boots,9/3/2000,"6' 0""",155 lbs.,--,Orthodox,14-Aug-85,0.25,19%,1.67,47%,0.76,100%,60%,2.3,http://www.fightmetric.com/fighter-details/c11f50e9c1513ce9
Carmelo Marrero_The Fury,14-5-0 (1 NC),"6' 0""",205 lbs.,"73""",Orthodox,26-Jan-81,0.84,34%,2.04,54%,3.21,36%,36%,0.9,http://www.fightmetric.com/fighter-details/aa03a3ca00ac6827
Stanislav Nedkov_Stucky,12-2-0 (1 NC),"5' 11""",205 lbs.,"71""",Orthodox,9-Dec-81,3.33,43%,5.39,43%,2.77,41%,0%,0,http://www.fightmetric.com/fighter-details/1d4bbaabd8b60173
Roman Zentsov_The Russian Hammer,18-13-0,"6' 1""",230 lbs.,--,Orthodox,10-Sep-73,1.18,36%,0.53,70%,1.6,100%,33%,3.2,http://www.fightmetric.com/fighter-details/3144121470023e9a
Adam Steele_,0-1-0,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/16044bd8762cf794
Gerald Strebendt_The Finishing Machine,9/7/2000,"5' 9""",155 lbs.,--,Orthodox,1-Mar-79,0,0%,4,38%,0,0%,0%,16.4,http://www.fightmetric.com/fighter-details/04f9fe830cf13482
Damir Hadzovic_The Bosnian Bomber,11/3/2000,"5' 9""",155 lbs.,"70""",Orthodox,8-Aug-86,1.81,34%,4.04,55%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/38c626ca912c7bac
Klayton Mai_,8/3/2000,"5' 9""",125 lbs.,--,,30-Nov-86,1.53,42%,1.02,63%,3.83,100%,0%,7.7,http://www.fightmetric.com/fighter-details/7a9c1bb08a743d7f
Jimmy Quinlan_Crash,3/1/2001,"6' 0""",185 lbs.,"72""",Orthodox,25-May-86,2.08,70%,5.94,16%,4.46,25%,0%,0,http://www.fightmetric.com/fighter-details/ddbe4fa2ea573393
Bryanna Fissori_,2/4/2000,"5' 4""",145 lbs.,--,,--,1.4,46%,1.2,57%,2,25%,50%,0,http://www.fightmetric.com/fighter-details/5517bd590dbbe1f8
Alex Schoenauer_,15-10-0,"6' 3""",185 lbs.,--,Orthodox,5-May-76,1.22,40%,2.27,42%,0,0%,22%,4.9,http://www.fightmetric.com/fighter-details/fdfef29ba17ee525
Jack Morrison_,0-3-0,"5' 11""",205 lbs.,--,,--,0,0%,19.31,40%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/38fccd44d669bb2f
Luke Sanders_Cool Hand,11/2/2000,"5' 6""",135 lbs.,"67""",Southpaw,12-Dec-85,7.97,57%,3.29,63%,0.84,33%,33%,0.8,http://www.fightmetric.com/fighter-details/96428b9e9bd048ea
Gabriel Carrasco_,7-0-0,"5' 6""",135 lbs.,--,,--,4.15,37%,1.53,80%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/89ed44801968b8e3
Luke Flores_Luke,7/1/2000,"6' 0""",155 lbs.,--,Southpaw,17-Mar-88,2.11,46%,2.34,62%,0,0%,50%,1.8,http://www.fightmetric.com/fighter-details/b5f44dcb863f595b
Shana Dobson_Danger,3/1/2000,"5' 6""",125 lbs.,"69""",,30-Mar-89,4.31,35%,4.44,65%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/122ac9b816d8b71c
Sean McCorkle_,13-2-0,"6' 7""",265 lbs.,"81""",Orthodox,17-Jul-76,0.85,44%,2.48,52%,2.12,40%,33%,4.2,http://www.fightmetric.com/fighter-details/008dc37cca279def
John Kelly_,5/4/2000,"5' 9""",170 lbs.,--,,2-Aug-78,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/ace83095105dd205
Bernardo Magalhaes_Trekko,11/3/2000,"5' 9""",155 lbs.,"65""",Orthodox,8-Apr-81,1.8,27%,3.37,68%,0,0%,0%,0.5,http://www.fightmetric.com/fighter-details/7a613f78dd7ee8f8
Richard Odoms_The Black Eagle,8/1/2000,"6' 5""",265 lbs.,"82""",Orthodox,8-May-75,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f43907e75f8d9baa
John Howard_Doomsday,23-12-0,"5' 7""",170 lbs.,"71""",Orthodox,1-Mar-83,2.15,50%,3.08,51%,2.7,49%,53%,0.4,http://www.fightmetric.com/fighter-details/fc31f896cde2bc2e
Angel De Anda_The Dream,18-5-0,"5' 9""",205 lbs.,--,,28-May-85,5.68,46%,6.32,47%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/4b450aa602611baa
Takeshi Inoue_Lion,20-5-0,"5' 8""",145 lbs.,--,,18-Mar-80,2.54,44%,3.32,61%,0,0%,47%,0,http://www.fightmetric.com/fighter-details/a61a0cd2829e5d4e
Mike Pierce_,17-7-0,"5' 8""",170 lbs.,"70""",Orthodox,1-Sep-80,2.62,42%,2.36,62%,3.08,42%,71%,0.2,http://www.fightmetric.com/fighter-details/236a37d96d476164
Saeed Hosseini_,0-1-0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/21f2974fd08085e3
Dominick Cruz_The Dominator,22-2-0,"5' 8""",135 lbs.,"68""",Orthodox,9-Mar-85,3.53,31%,2.15,74%,3.17,50%,83%,0.1,http://www.fightmetric.com/fighter-details/10f3ba6cd2f44a97
Derrick Lewis_The Black Beast,18-5-0 (1 NC),"6' 3""",260 lbs.,"79""",Orthodox,7-Feb-85,3.2,50%,1.58,50%,0.59,26%,57%,0,http://www.fightmetric.com/fighter-details/d3df1add9d9a7efb
Damir Mirenic_Wolf,8/4/2000,"6' 0""",185 lbs.,--,Orthodox,2-Aug-74,0.84,50%,9.86,35%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/992c82450d96f726
Luigi Fioravanti_,22-11-0,"5' 8""",170 lbs.,"70""",Orthodox,22-Jan-81,2.23,42%,2.21,69%,3.76,63%,67%,0.9,http://www.fightmetric.com/fighter-details/9583662df31d943f
Albert Cheng_,2/4/2000,"5' 11""",170 lbs.,--,Orthodox,7-Feb-85,1,41%,2.6,71%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/d8d7b24d276c8cb0
Scott Morris_,2/1/2000,"5' 10""",210 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/be9d259be012e8a4
Marius Enache_,3/3/2000,"5' 11""",155 lbs.,--,,16-Oct-75,1.71,34%,0.66,84%,3.94,100%,0%,3.9,http://www.fightmetric.com/fighter-details/e3f443e4cbc3da8f
Danny Davis_,6/5/2001,"6' 2""",170 lbs.,--,,28-Jul-82,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/570d40f993171b19
Haven Torres_,0-0-0,--,125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/1ff10dee2f7ae60c
Nick Serra_The Mad Monkey,7/3/2000,"5' 9""",170 lbs.,--,Orthodox,27-Mar-78,0,0%,1.73,43%,1,10%,0%,2,http://www.fightmetric.com/fighter-details/1975c2272ba40e71
Masakatsu Okuda_,8/5/2000,--,--,--,,--,0,0%,4.27,34%,0,0%,0%,4.3,http://www.fightmetric.com/fighter-details/02a65a55f25fb4f3
Scott Askham_,14-4-0,"6' 3""",185 lbs.,"75""",Southpaw,20-May-88,3.03,46%,3.52,52%,0.44,18%,65%,0.7,http://www.fightmetric.com/fighter-details/06827d70c53ff0d9
Josh Rafferty_,9/8/2000,"6' 0""",170 lbs.,--,Orthodox,6-Jan-81,0.6,33%,3.6,50%,0,0%,0%,9,http://www.fightmetric.com/fighter-details/ff2c606c8bc365e3
Filip Pejic_Nitro,10/2/2001,"5' 8""",135 lbs.,"70""",Orthodox,21-Jul-92,0,0%,0.88,33%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/38ed5a2299230227
Motonobu Tezuka_,19-6-4,"5' 7""",135 lbs.,"66""",Southpaw,29-Aug-87,0.87,23%,2.8,51%,1.5,11%,0%,0.5,http://www.fightmetric.com/fighter-details/d34636a85f0f4c90
Chris Wilson_The Professor,16-8-0 (1 NC),"6' 1""",170 lbs.,"75""",Orthodox,7-Jun-77,2.32,50%,1.36,55%,1.31,50%,60%,1.6,http://www.fightmetric.com/fighter-details/a56607a451e4c70d
Dale Hartt_,6/3/2000,"5' 10""",155 lbs.,"69""",Orthodox,4-Apr-79,1.14,35%,1.55,66%,1.22,100%,25%,2.5,http://www.fightmetric.com/fighter-details/058e4e08a1ad8aba
John Moraga_Chicano,18-6-0,"5' 6""",125 lbs.,"66""",Orthodox,20-Mar-84,2.57,42%,2.67,56%,0.72,25%,42%,1,http://www.fightmetric.com/fighter-details/92437c6775b3f7d1
Stefan Struve_Skyscraper,32-9-0,"6' 11""",265 lbs.,"84""",Orthodox,18-Feb-88,3.36,46%,4.14,48%,0.67,66%,60%,2.2,http://www.fightmetric.com/fighter-details/ebc1f40e00e0c481
Geza Kalman_,4/9/2000,"6' 1""",200 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/304fcd812f12c589
Alexander Volkov_Drago,29-6-0,"6' 7""",250 lbs.,"80""",Orthodox,24-Oct-88,5.28,59%,2.23,61%,0.61,75%,75%,0.4,http://www.fightmetric.com/fighter-details/279566840aa55bf2
Colin Robinson_Big C,9/10/2000,"6' 4""",243 lbs.,--,Orthodox,27-Nov-68,6.19,69%,7.91,37%,2.58,100%,50%,5.2,http://www.fightmetric.com/fighter-details/1a1a4d7a29041d77
Kevin Jordan_The Shaman,11/9/2000,"6' 3""",245 lbs.,--,Orthodox,31-Dec-70,2,40%,1.91,55%,0,0%,77%,0.6,http://www.fightmetric.com/fighter-details/02e52b3a595f0786
Matt Horning_Horndog,20-25-0 (1 NC),"5' 4""",125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/21632ba272c0785a
Eddy Millis_,0-2-0,"6' 1""",185 lbs.,--,,--,0,0%,3.36,22%,0,0%,0%,7.2,http://www.fightmetric.com/fighter-details/f2c934689243fe4e
Marcus Silveira_Conan,6-4-0 (1 NC),"6' 3""",242 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f717b6002486f73f
Israel Albuquerque_,0-3-0,--,185 lbs.,--,Orthodox,--,0.32,13%,3.34,25%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/dd1b90eea08887f6
Damon Jackson_The Leech,9-1-1 (1 NC),"5' 11""",145 lbs.,"71""",Switch,8-Aug-88,2.71,35%,3.9,43%,1.77,20%,60%,0,http://www.fightmetric.com/fighter-details/29af297d9f1de0f8
Scott Jorgensen_Young Guns,15-12-0,"5' 5""",135 lbs.,"66""",Orthodox,17-Sep-82,3.37,40%,3.41,65%,2.61,45%,59%,0.7,http://www.fightmetric.com/fighter-details/0b64d0fed453ef7f
Sara McMann_,11/4/2000,"5' 6""",135 lbs.,"66""",Orthodox,24-Sep-80,2.46,46%,2.02,48%,4.76,66%,66%,0.6,http://www.fightmetric.com/fighter-details/7be74a12d7352df2
Chris Drumm_,0-1-0 (1 NC),"5' 8""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/5fd834edd92c9e50
Scott Carson_,4/2/2000,"6' 2""",215 lbs.,--,,--,0.62,66%,6.22,23%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/1e3302f9ab6f549a
Drew Fickett_The Master,41-16-0,"5' 10""",155 lbs.,"70""",Orthodox,14-Dec-79,2.33,41%,2.29,57%,1.3,35%,30%,2.2,http://www.fightmetric.com/fighter-details/d814f5192e58fb2f
Alexander Otsuka_The Diet Butcher,4/13/2000,"6' 1""",205 lbs.,--,Orthodox,17-Jul-71,0.9,55%,1.16,51%,1.51,43%,53%,0.8,http://www.fightmetric.com/fighter-details/865aa315ea62c511
